tratamento,bloco,local,tempo_dias,repeticao,umidade_rel,temp_media,severidade,produtividade
dose_media,bloco_3,local_2,90,1,61.9,19.5,17.32,3543.4
dose_media,bloco_3,local_2,90,2,78.9,28.4,34.88,3682.8
dose_media,bloco_3,local_2,90,3,62.6,26.1,10.24,3548.2
dose_media,bloco_3,local_3,30,1,70.7,22.1,30.63,3520.6
dose_media,bloco_3,local_3,30,2,73.6,20.7,45.53,3668.6
dose_media,bloco_3,local_3,30,3,78.8,18,7.34,3455
dose_media,bloco_3,local_3,60,1,68.4,29.5,8.71,3405.5
dose_media,bloco_3,local_3,60,2,81.1,25.1,32.92,3564.7
dose_media,bloco_3,local_3,60,3,83.7,23.7,45.96,3764
dose_media,bloco_3,local_3,90,1,66.8,21.8,0.43,3538
dose_media,bloco_3,local_3,90,2,82,21.9,4.74,3533.2
dose_media,bloco_3,local_3,90,3,69.5,22.4,23.85,3608.8
dose_media,bloco_4,local_1,30,1,83.2,25.7,54.67,3461.8
dose_media,bloco_4,local_1,30,2,74.4,30.3,57.92,3571.5
dose_media,bloco_4,local_1,30,3,81.8,26.5,47.33,3547.8
dose_media,bloco_4,local_1,60,1,85.2,28.8,6.18,3699.1
dose_media,bloco_4,local_1,60,2,75.7,29.5,53.21,3545.2
dose_media,bloco_4,local_1,60,3,63.1,18.9,22.05,3511.6
dose_media,bloco_4,local_1,90,1,63.3,24.3,8.81,3756.4
dose_media,bloco_4,local_1,90,2,65.2,30.2,10.67,3571
dose_media,bloco_4,local_1,90,3,72,24.4,32.9,3734.2
dose_media,bloco_4,local_2,30,1,83.3,19.8,49.37,3520.7
dose_media,bloco_4,local_2,30,2,56.5,28.6,10.43,3294.2
dose_media,bloco_4,local_2,30,3,75,27.3,41.4,3709.9
dose_media,bloco_4,local_2,60,1,63.7,27.2,16.24,3565.7
dose_media,bloco_4,local_2,60,2,61.9,31.4,56.39,3565.1
dose_media,bloco_4,local_2,60,3,65.9,31.5,19.82,3568.2
dose_media,bloco_4,local_2,90,1,75.9,26.6,1.33,3422.1
dose_media,bloco_4,local_2,90,2,78.5,31.5,16.72,3691.4
dose_media,bloco_4,local_2,90,3,57.8,21,1.45,3538
dose_media,bloco_4,local_3,30,1,85.1,28.9,11.44,3417.8
dose_media,bloco_4,local_3,30,2,58.6,30.5,25.24,3717.9
dose_media,bloco_4,local_3,30,3,74.8,30.7,37.59,3463.4
dose_media,bloco_4,local_3,60,1,66.6,26.7,18.57,3647.6
dose_media,bloco_4,local_3,60,2,58.2,24.5,46.85,3425.8
dose_media,bloco_4,local_3,60,3,70.7,19.3,49.69,3329.7
dose_media,bloco_4,local_3,90,1,82,24.3,32.76,3603.5
dose_media,bloco_4,local_3,90,2,76.5,27.3,5.52,3558.2
dose_media,bloco_4,local_3,90,3,84,21.5,10.59,3393.5
dose_media,bloco_5,local_1,30,1,86.6,23.8,34.39,3550.8
dose_media,bloco_5,local_1,30,2,71.6,29.1,40.52,3531.6
dose_media,bloco_5,local_1,30,3,59.5,23.8,7.08,3445.2
dose_media,bloco_5,local_1,60,1,86,18.4,22.22,3459.1
dose_media,bloco_5,local_1,60,2,65.1,31.2,23.87,3536.7
dose_media,bloco_5,local_1,60,3,87.6,27,29.44,3547.8
dose_media,bloco_5,local_1,90,1,59.3,30.9,10.41,3469.4
dose_media,bloco_5,local_1,90,2,76.8,25.1,1.81,3348
dose_media,bloco_5,local_1,90,3,65.8,21.4,13.14,3544.8
dose_media,bloco_5,local_2,30,1,63.4,24.6,30.54,3460.8
dose_media,bloco_5,local_2,30,2,85.4,28.9,22.45,3528.7
dose_media,bloco_5,local_2,30,3,60.9,20.3,52.61,3572.5
dose_media,bloco_5,local_2,60,1,70.4,25.6,13.17,3596.4
dose_media,bloco_5,local_2,60,2,63,20.9,39.24,3505.2
dose_media,bloco_5,local_2,60,3,75,18.5,45.81,3402.5
dose_media,bloco_5,local_2,90,1,86.7,25.1,18.01,3670.3
dose_media,bloco_5,local_2,90,2,59.2,27,21.65,3282.2
dose_media,bloco_5,local_2,90,3,82.4,27.7,2.15,3642.4
dose_media,bloco_5,local_3,30,1,80.1,18.2,13.42,3665
dose_media,bloco_5,local_3,30,2,82.8,25.1,29.28,3574.3
dose_media,bloco_5,local_3,30,3,56.3,30.6,20.21,3457.3
dose_media,bloco_5,local_3,60,1,89,22.9,23.03,3384.1
dose_media,bloco_5,local_3,60,2,80.9,21,24.74,3378.2
dose_media,bloco_5,local_3,60,3,59.1,19.2,6.44,3617.3
dose_media,bloco_5,local_3,90,1,56,24.5,2.03,3584.5
dose_media,bloco_5,local_3,90,2,67.1,26.3,3.12,3648.2
dose_media,bloco_5,local_3,90,3,78.7,21.2,6.57,3526.2
dose_media,bloco_6,local_1,30,1,85.3,30.2,14.21,3324.7
dose_media,bloco_6,local_1,30,2,65.8,20.8,15.74,3439.8
dose_media,bloco_6,local_1,30,3,62.7,23.5,42.53,3369.4
dose_media,bloco_6,local_1,60,1,61.3,20.6,9.63,3479.3
dose_media,bloco_6,local_1,60,2,70.6,25.6,12.61,3516.9
dose_media,bloco_6,local_1,60,3,82.8,23.8,23.95,3567.7
dose_media,bloco_6,local_1,90,1,87.5,21.5,22.87,3402
dose_media,bloco_6,local_1,90,2,65.3,19.8,32.45,3722.8
dose_media,bloco_6,local_1,90,3,69,21.9,29.82,3722.1
dose_media,bloco_6,local_2,30,1,58.3,26.4,21.96,3397.3
dose_media,bloco_6,local_2,30,2,86.8,18,15.87,3420.1
dose_media,bloco_6,local_2,30,3,81.2,31.3,46.88,3730.9
dose_media,bloco_6,local_2,60,1,57.7,29.1,24.89,3594.8
dose_media,bloco_6,local_2,60,2,57.7,29.6,11.29,3482.4
dose_media,bloco_6,local_2,60,3,64.2,31.9,9.03,3547.5
dose_media,bloco_6,local_2,90,1,59.7,22.3,7.23,3494
dose_media,bloco_6,local_2,90,2,59.2,28.6,15.2,3505.4
dose_media,bloco_6,local_2,90,3,74.7,22.5,28.23,3763.9
dose_media,bloco_6,local_3,30,1,72.8,28.1,3.44,3684.3
dose_media,bloco_6,local_3,30,2,72.6,23.5,22.06,3568.1
dose_media,bloco_6,local_3,30,3,73.1,28.5,35.2,3694.7
dose_media,bloco_6,local_3,60,1,60.4,30,17.71,3535.2
dose_media,bloco_6,local_3,60,2,66.1,20.4,19.08,3310.7
dose_media,bloco_6,local_3,60,3,71.6,19,7.34,3647.6
dose_media,bloco_6,local_3,90,1,56.5,22.7,8.35,3511.7
dose_media,bloco_6,local_3,90,2,65.9,20.5,32.8,3586.8
dose_media,bloco_6,local_3,90,3,86.1,25.9,27.05,3608.4
dose_alta,bloco_1,local_1,30,1,63.5,27.9,17.02,3672.3
dose_alta,bloco_1,local_1,30,2,82.5,29.8,31.01,3860.8
dose_alta,bloco_1,local_1,30,3,71.1,23.6,27.77,3771.3
dose_alta,bloco_1,local_1,60,1,74.8,22.2,4.7,3526.7
dose_alta,bloco_1,local_1,60,2,62.2,29.9,3.56,3622.4
dose_alta,bloco_1,local_1,60,3,60.4,27.6,1.28,3578
dose_alta,bloco_1,local_1,90,1,76.7,24.3,1.02,3635.5
dose_alta,bloco_1,local_1,90,2,75.8,19.9,0.62,3540.3
dose_alta,bloco_1,local_1,90,3,85.3,20.8,24.01,3866.4
dose_alta,bloco_1,local_2,30,1,87.7,21.1,41.83,3553.1
dose_alta,bloco_1,local_2,30,2,60.7,22.5,4.88,3626.2
dose_alta,bloco_1,local_2,30,3,57,31,43.79,3716.5
dose_alta,bloco_1,local_2,60,1,79.6,28.3,21.63,3782.2
dose_alta,bloco_1,local_2,60,2,58.1,27.7,25.96,3869
dose_alta,bloco_1,local_2,60,3,82.6,27.6,3.42,3859
dose_alta,bloco_1,local_2,90,1,88,18,6.18,3917.9
dose_alta,bloco_1,local_2,90,2,55.7,22.4,1.29,3680.5
dose_alta,bloco_1,local_2,90,3,84.1,27.9,1.22,3672.1
dose_alta,bloco_1,local_3,30,1,58.6,22.2,23.61,3783.4
dose_alta,bloco_1,local_3,30,2,61.8,29.6,19.71,3745.8
dose_alta,bloco_1,local_3,30,3,62.4,23.4,7.38,3682.6
dose_alta,bloco_1,local_3,60,1,66.2,22.3,6.24,3673.2
dose_alta,bloco_1,local_3,60,2,59.7,19,5.22,3551.9
dose_alta,bloco_1,local_3,60,3,67.6,26.5,14.91,3689.6
dose_alta,bloco_1,local_3,90,1,76,22.7,4.24,3595.4
dose_alta,bloco_1,local_3,90,2,69.3,27,0,3808.4
dose_alta,bloco_1,local_3,90,3,68.2,28.7,10.44,3637
dose_alta,bloco_2,local_1,30,1,81.8,18.5,44.71,3850.5
dose_alta,bloco_2,local_1,30,2,73,23.4,5.58,3474.6
dose_alta,bloco_2,local_1,30,3,81.9,31.8,16.46,3532.9
dose_alta,bloco_2,local_1,60,1,73.2,21.2,1.82,3680.7
dose_alta,bloco_2,local_1,60,2,77.6,19.3,5.02,3718.3
dose_alta,bloco_2,local_1,60,3,64.3,20.7,9.07,3684.5
dose_alta,bloco_2,local_1,90,1,77.9,19.4,17.39,3643.4
dose_alta,bloco_2,local_1,90,2,76.6,29,0.9,3814
dose_alta,bloco_2,local_1,90,3,80.9,29,2.39,3745.3
dose_alta,bloco_2,local_2,30,1,64.6,19.3,0.26,3511.5
dose_alta,bloco_2,local_2,30,2,64,23,4.56,3659.9
dose_alta,bloco_2,local_2,30,3,86.1,31.1,14.88,3791.2
dose_alta,bloco_2,local_2,60,1,74.5,19.6,3.88,3532
dose_alta,bloco_2,local_2,60,2,65.4,22.4,15.09,3867.1
dose_alta,bloco_2,local_2,60,3,85,19.8,0.35,3729.3
dose_alta,bloco_2,local_2,90,1,67.6,18.4,37.95,3577.9
dose_alta,bloco_2,local_2,90,2,61.5,24.9,16.2,3723.8
dose_alta,bloco_2,local_2,90,3,80.9,26.3,1.44,3726.1
dose_alta,bloco_2,local_3,30,1,84.8,25,22.16,3577.1
dose_alta,bloco_2,local_3,30,2,72.2,29,20.56,3740
dose_alta,bloco_2,local_3,30,3,79.2,31.2,11.43,3508.9
dose_alta,bloco_2,local_3,60,1,55.3,20.3,0.18,3532.2
dose_alta,bloco_2,local_3,60,2,87.9,26.3,7.77,3903
dose_alta,bloco_2,local_3,60,3,83.9,19,5.76,3671.4
dose_alta,bloco_2,local_3,90,1,67.5,31.3,7.46,3756.2
dose_alta,bloco_2,local_3,90,2,70.6,26.4,1.58,3772.4
dose_alta,bloco_2,local_3,90,3,75.8,27.2,2.16,3779.1
dose_alta,bloco_3,local_1,30,1,87.9,20.2,11.62,3655.9
dose_alta,bloco_3,local_1,30,2,68.9,30.1,9.77,3644.4
dose_alta,bloco_3,local_1,30,3,70.9,27.7,29.39,3753
dose_alta,bloco_3,local_1,60,1,76.5,26.7,6.8,3772.5
dose_alta,bloco_3,local_1,60,2,57.8,19.7,8.01,3714.8
dose_alta,bloco_3,local_1,60,3,73,31.1,8.75,3596.6
dose_alta,bloco_3,local_1,90,1,74.4,29.5,1.89,3601.4
dose_alta,bloco_3,local_1,90,2,71.2,26.2,3.38,3715.4
dose_alta,bloco_3,local_1,90,3,73,31.6,13.69,3669.9
dose_alta,bloco_3,local_2,30,1,87.9,23.3,21.19,3662.9
dose_alta,bloco_3,local_2,30,2,75.3,23.8,3.61,3604.8
dose_alta,bloco_3,local_2,30,3,60.6,18.9,29.68,3551.8
dose_alta,bloco_3,local_2,60,1,65.8,24.8,17.12,3675
dose_alta,bloco_3,local_2,60,2,67.9,26.3,0.49,3514.3
dose_alta,bloco_3,local_2,60,3,67.9,28.7,14.24,3887
dose_alta,bloco_3,local_2,90,1,62.5,28.1,1.93,3885.2
dose_alta,bloco_3,local_2,90,2,68.1,30.3,2.94,3648.5
dose_alta,bloco_3,local_2,90,3,80.5,22.6,16.75,3906.5
dose_alta,bloco_3,local_3,30,1,55.7,20.4,4.06,3502.9
dose_alta,bloco_3,local_3,30,2,76,27.2,8.58,3640.4
dose_alta,bloco_3,local_3,30,3,85.3,20.7,16.98,3701.1
dose_alta,bloco_3,local_3,60,1,59,25.3,0.33,3638.8
dose_alta,bloco_3,local_3,60,2,64.2,19.8,22.75,3514.1
dose_alta,bloco_3,local_3,60,3,68.4,27.9,22.18,3785.7
dose_alta,bloco_3,local_3,90,1,86.1,23,2.63,3636
dose_alta,bloco_3,local_3,90,2,55.6,25.7,9.46,3845.6
dose_alta,bloco_3,local_3,90,3,78.3,23,2.55,3818
dose_alta,bloco_4,local_1,30,1,73.2,18.8,2.12,3713.1
dose_alta,bloco_4,local_1,30,2,56.5,23,5.7,3566.8
dose_alta,bloco_4,local_1,30,3,80.9,18.7,48.73,3704.2
dose_alta,bloco_4,local_1,60,1,65.4,23.7,0.83,3574.7
dose_alta,bloco_4,local_1,60,2,74,24.7,1.79,3574.1
dose_alta,bloco_4,local_1,60,3,59.8,20.6,7.62,3697.2
dose_alta,bloco_4,local_1,90,1,88.5,26.3,5.27,3852.3
dose_alta,bloco_4,local_1,90,2,86.5,20.2,5.35,3814.2
dose_alta,bloco_4,local_1,90,3,83.7,26.4,36.19,3674.5
dose_alta,bloco_4,local_2,30,1,67.9,19.7,15.48,3741.8
dose_alta,bloco_4,local_2,30,2,64.6,18.5,0.12,3531.3
dose_alta,bloco_4,local_2,30,3,59.4,18.5,18.31,3522.9
dose_alta,bloco_4,local_2,60,1,74,28.8,12.66,3682.8
dose_alta,bloco_4,local_2,60,2,82.6,26.6,22.17,3837.7
dose_alta,bloco_4,local_2,60,3,75.3,18.7,4.46,3541.9
dose_alta,bloco_4,local_2,90,1,59.3,30.5,2.98,3575.8
dose_alta,bloco_4,local_2,90,2,76,28,8.39,3688
dose_alta,bloco_4,local_2,90,3,89.6,30.2,8.45,3686.2
dose_alta,bloco_4,local_3,30,1,58.4,30.8,3.02,3640.6
dose_alta,bloco_4,local_3,30,2,78,26.6,5.77,3613.4
dose_alta,bloco_4,local_3,30,3,66.7,19.1,4.87,3576.8
dose_alta,bloco_4,local_3,60,1,61.3,26.8,11.68,3806.5
dose_alta,bloco_4,local_3,60,2,69.9,20.2,5.13,3680.3
dose_alta,bloco_4,local_3,60,3,78.4,30.7,2.91,3750.2
dose_alta,bloco_4,local_3,90,1,87.7,28.6,0.66,3594.9
dose_alta,bloco_4,local_3,90,2,72.5,24.7,8.52,3442.6
dose_alta,bloco_4,local_3,90,3,78.7,25.8,8.34,3763
dose_alta,bloco_5,local_1,30,1,78.9,28.6,8.28,3485.5
dose_alta,bloco_5,local_1,30,2,57.1,31.4,8.72,3483.9
dose_alta,bloco_5,local_1,30,3,75.3,23,22.32,3741.6
dose_alta,bloco_5,local_1,60,1,64.9,20.8,5.01,3674
dose_alta,bloco_5,local_1,60,2,55.7,22.2,28.15,3672.4
dose_alta,bloco_5,local_1,60,3,88.6,31.3,26.17,3650.4
dose_alta,bloco_5,local_1,90,1,60.1,32,0.11,3546.6
dose_alta,bloco_5,local_1,90,2,78.9,23.5,25.78,3666.7
dose_alta,bloco_5,local_1,90,3,77.7,28.5,17.58,3775.2
dose_alta,bloco_5,local_2,30,1,76.2,22.5,1.03,3623.2
dose_alta,bloco_5,local_2,30,2,62.7,29.8,38.06,3528
dose_alta,bloco_5,local_2,30,3,70.5,19,0.42,3709.9
dose_alta,bloco_5,local_2,60,1,83.5,19.9,12.13,3556.2
dose_alta,bloco_5,local_2,60,2,87.4,20.1,2.28,3618.3
dose_alta,bloco_5,local_2,60,3,56.8,31.8,5.98,3708.2
dose_alta,bloco_5,local_2,90,1,67.7,20.3,12.65,3827.3
dose_alta,bloco_5,local_2,90,2,63.7,22.1,0.34,3815.9
dose_alta,bloco_5,local_2,90,3,74.7,26.5,20.83,3578.3
dose_alta,bloco_5,local_3,30,1,76.8,22.8,9.47,3661
dose_alta,bloco_5,local_3,30,2,89.8,26.5,3.08,3744.1
dose_alta,bloco_5,local_3,30,3,56.5,22.1,9.95,3394.7
dose_alta,bloco_5,local_3,60,1,72.7,31.3,0.08,3690.3
dose_alta,bloco_5,local_3,60,2,69.7,25.1,9.95,3684.3
dose_alta,bloco_5,local_3,60,3,89.8,28.2,13.49,3505.9
dose_alta,bloco_5,local_3,90,1,81.8,25.1,16.57,3792.4
dose_alta,bloco_5,local_3,90,2,78.6,18.3,0.14,3873.1
dose_alta,bloco_5,local_3,90,3,70.1,30.8,0.1,3645
dose_alta,bloco_6,local_1,30,1,64,27.9,2.19,3599.7
dose_alta,bloco_6,local_1,30,2,86.5,26,21.66,3612.8
dose_alta,bloco_6,local_1,30,3,75.7,26.2,42.65,3698.4
dose_alta,bloco_6,local_1,60,1,87.8,30.3,49.75,3609.7
dose_alta,bloco_6,local_1,60,2,68,27,7.53,3605.2
dose_alta,bloco_6,local_1,60,3,85.8,21.1,20.42,3766.2
dose_alta,bloco_6,local_1,90,1,73.8,23.4,5.23,3870.9
dose_alta,bloco_6,local_1,90,2,88.4,28.8,1.09,3695.2
dose_alta,bloco_6,local_1,90,3,69.5,30.5,0.81,3763
dose_alta,bloco_6,local_2,30,1,86.2,20.2,28.96,3545.2
dose_alta,bloco_6,local_2,30,2,87,30.5,24.26,3941.2
dose_alta,bloco_6,local_2,30,3,71.8,20,22.38,3631.7
dose_alta,bloco_6,local_2,60,1,87.6,20.7,3.69,3640
dose_alta,bloco_6,local_2,60,2,62,20.8,8.41,3662.8
dose_alta,bloco_6,local_2,60,3,82.1,19.1,6.87,3465
dose_alta,bloco_6,local_2,90,1,66.4,26.6,0.38,3568.9
dose_alta,bloco_6,local_2,90,2,61.8,26.8,1.85,3673.4
dose_alta,bloco_6,local_2,90,3,85.2,18.3,9.19,3744.2
dose_alta,bloco_6,local_3,30,1,76.8,25.5,48.2,3604.8
dose_alta,bloco_6,local_3,30,2,65.2,30.3,14.55,3765.5
dose_alta,bloco_6,local_3,30,3,78.5,24.6,1.58,3674.5
dose_alta,bloco_6,local_3,60,1,55.5,23.1,2.67,3580.1
dose_alta,bloco_6,local_3,60,2,64.4,25.6,0.17,3794.6
dose_alta,bloco_6,local_3,60,3,83.3,30.5,17.12,3696.7
dose_alta,bloco_6,local_3,90,1,82.1,28.6,17.12,3674.2
dose_alta,bloco_6,local_3,90,2,71.5,26.5,28.68,3647.9
dose_alta,bloco_6,local_3,90,3,89.8,23.4,0.62,3578.8
